fecha,prov_residencia_persona_en_situacion_violencia,genero_persona_en_situacion_de_violencia,edad_persona_en_situacion_de_violencia,pais_nacimiento_persona_en_situacion_de_violencia,tipo_de_violencia_fisica,tipo_de_violencia_psicologica,tipo_de_violencia_sexual,tipo_de_violencia_economica_y_patrimonial,tipo_de_violencia_simbolica,tipo_de_violencia_domestica,modalidad_de_violencia_institucional,modalidad_de_violencia_laboral,modalidad_violencia_contra_libertad_reproductiva,modalidad_de_violencia_obstetrica,modalidad_de_violencia_mediatica,modalidad_de_violencia_otras,vinculo_con_la_persona_agresora,genero_de_la_persona_agresora 
2021-02-11,Buenos Aires,Mujer,50,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Otro familiar,Varon
2021-02-11,Buenos Aires,Mujer,31,Argentina,No,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
2021-02-11,Buenos Aires,Mujer,29,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2021-02-11,Buenos Aires,Mujer,51,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2021-02-11,Buenos Aires,Mujer,38,,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2021-02-11,,Mujer,40,Argentina,No,No,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2021-02-11,Buenos Aires,Mujer,56,,Si,Si,No,Si,Si,Si,Si,No,No,No,No,No,Ex pareja,Varon
2021-02-11,Buenos Aires,Mujer,46,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Otro familiar,Varon
2021-02-11,Buenos Aires,Mujer,29,,No,Si,Si,No,Si,No,Si,No,No,No,No,No,Otro,Varon
2021-02-11,Buenos Aires,Mujer,26,Argentina,No,Si,Si,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2021-02-11,Buenos Aires,Mujer,29,Argentina,No,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2021-02-11,Buenos Aires,Mujer,,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
2021-02-11,Buenos Aires,Mujer,29,,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
2021-02-11,Buenos Aires,Mujer,37,,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2021-02-11,Buenos Aires,Mujer,45,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2021-02-11,Buenos Aires,Mujer,27,Argentina,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2021-02-11,Buenos Aires,Mujer,,Argentina,No,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
2021-02-11,Buenos Aires,Mujer,48,,Si,Si,Si,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2021-02-11,Buenos Aires,Mujer,25,,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2021-02-12,Buenos Aires,Mujer,40,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2021-02-12,Ciudad Autónoma de Buenos Aires,Mujer,,,No,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
2021-02-12,Ciudad Autónoma de Buenos Aires,Mujer,51,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2021-02-12,Ciudad Autónoma de Buenos Aires,Mujer,,,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
2021-02-12,Ciudad Autónoma de Buenos Aires,Mujer,31,,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2021-02-12,Ciudad Autónoma de Buenos Aires,Mujer,40,Venezolana,No,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2021-02-12,,Mujer,30,,Si,Si,Si,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2021-02-12,Ciudad Autónoma de Buenos Aires,Mujer,35,Argentina,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
2021-02-12,Ciudad Autónoma de Buenos Aires,Mujer,50,,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2021-02-12,Buenos Aires,Mujer,,,No,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2021-02-12,Ciudad Autónoma de Buenos Aires,Mujer,46,Argentina,No,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
2021-02-12,Ciudad Autónoma de Buenos Aires,Mujer,32,Paraguaya,No,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2021-02-12,Ciudad Autónoma de Buenos Aires,Mujer,,Argentina,No,Si,No,No,Si,No,No,No,No,No,No,Si,Otro,Varon
2021-02-12,Ciudad Autónoma de Buenos Aires,Mujer,53,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2021-02-12,Ciudad Autónoma de Buenos Aires,Mujer,47,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2021-02-12,Buenos Aires,Mujer,,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2021-02-12,Ciudad Autónoma de Buenos Aires,Mujer,20,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2021-02-12,Buenos Aires,Mujer,22,,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2021-02-12,Ciudad Autónoma de Buenos Aires,Mujer,,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2021-02-12,Ciudad Autónoma de Buenos Aires,Mujer,27,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2021-02-12,Ciudad Autónoma de Buenos Aires,Mujer,,,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,
2021-02-12,Ciudad Autónoma de Buenos Aires,Mujer,29,Brasileña,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2021-02-12,Buenos Aires,Mujer,29,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
2021-02-12,Buenos Aires,Mujer,33,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2021-02-12,Buenos Aires,Mujer,22,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2021-02-12,Mendoza,Mujer,21,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2021-02-12,Buenos Aires,Mujer,41,Paraguaya,Si,Si,Si,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
2021-02-12,Buenos Aires,Mujer,20,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2021-02-12,Córdoba,Mujer,45,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2021-02-12,Ciudad Autónoma de Buenos Aires,Mujer,42,,No,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
2021-02-12,Buenos Aires,Mujer,40,Argentina,Si,Si,Si,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
2021-02-12,Córdoba,Mujer,55,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
2021-02-12,Buenos Aires,Mujer,,,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2021-02-12,Buenos Aires,Mujer,41,Argentina,No,Si,Si,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2021-02-12,Buenos Aires,Mujer,24,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2021-02-12,Jujuy,Mujer,33,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2021-02-12,Buenos Aires,Mujer,19,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2021-02-12,Buenos Aires,Mujer,,Argentina,Si,Si,Si,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2021-02-12,Buenos Aires,Mujer,5,Argentina,Si,Si,Si,No,No,Si,No,No,No,No,No,No,Padre o tutor,Varon
2021-02-12,Mendoza,Mujer,29,Argentina,No,Si,Si,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2021-02-12,Buenos Aires,Mujer,16,Argentina,No,Si,Si,No,No,Si,No,No,No,No,No,No,Otro,Varon
2021-02-12,Tucumán,Mujer,,Argentina,Si,No,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2021-02-12,Buenos Aires,Mujer,42,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2021-02-12,Buenos Aires,Mujer,28,Paraguaya,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
2021-02-12,Buenos Aires,Mujer,32,Argentina,Si,No,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2021-02-12,Tucumán,Mujer,29,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
2021-02-12,Catamarca,Mujer,28,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2021-02-12,Santa Fe,Mujer,31,Argentina,Si,Si,Si,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2021-02-12,San Luis,Mujer,38,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2021-02-12,Córdoba,Mujer,,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2021-02-12,Buenos Aires,Mujer,28,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
2021-02-12,Buenos Aires,Mujer,40,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2021-02-12,Buenos Aires,Mujer,24,,No,Si,Si,No,Si,No,No,No,No,No,No,No,Otro,Varon
2021-02-12,Buenos Aires,Mujer,56,Argentina,Si,Si,No,No,No,No,No,No,No,No,No,No,Otro,Varon
2021-02-12,Buenos Aires,Mujer,39,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
2021-02-12,Buenos Aires,Mujer,29,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2021-02-12,Buenos Aires,Mujer,53,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2021-02-12,Buenos Aires,Mujer,19,Argentina,No,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2021-02-12,Buenos Aires,Mujer,32,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
2021-02-12,Buenos Aires,Mujer,39,Argentina,Si,Si,Si,Si,Si,Si,Si,No,No,No,No,No,Pareja,Varon
2021-02-12,Buenos Aires,Mujer,42,Argentina,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
2021-02-12,Buenos Aires,Mujer,42,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2021-02-12,Buenos Aires,Mujer,,,No,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
2021-02-12,Buenos Aires,Mujer,20,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2021-02-12,Buenos Aires,Mujer,38,,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
2021-02-12,Buenos Aires,Mujer,60,,No,Si,No,No,No,Si,No,No,No,No,No,No,Otro familiar,Mujer
2021-02-12,Buenos Aires,Mujer,66,,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2021-02-12,Buenos Aires,Mujer,30,,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2021-02-12,Buenos Aires,Mujer,23,Argentina,Si,Si,Si,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
2021-02-12,Buenos Aires,Mujer,19,,No,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
2021-02-12,Buenos Aires,Mujer,24,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Padre o tutor,Varon
2021-02-13,Ciudad Autónoma de Buenos Aires,Mujer,41,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2021-02-13,Ciudad Autónoma de Buenos Aires,Mujer,,,Si,No,No,No,No,No,No,No,No,No,No,Si,,
2021-02-13,Ciudad Autónoma de Buenos Aires,Mujer,,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,
2021-02-13,Ciudad Autónoma de Buenos Aires,Mujer,,,Si,Si,No,No,No,Si,No,No,No,No,No,No,,
2021-02-13,Ciudad Autónoma de Buenos Aires,,,,No,Si,No,No,No,No,No,Si,No,No,No,No,,
2021-02-13,Ciudad Autónoma de Buenos Aires,Mujer,38,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
2021-02-13,Buenos Aires,Mujer,40,Paraguaya,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2021-02-13,Ciudad Autónoma de Buenos Aires,Mujer,25,Argentina,No,Si,Si,No,No,No,No,Si,No,No,No,No,Otro,Varon
2021-02-13,Buenos Aires,Mujer,,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2021-02-13,Ciudad Autónoma de Buenos Aires,,26,,No,No,Si,No,No,No,No,No,No,No,No,Si,,
2021-02-13,Buenos Aires,Mujer,26,Argentina,No,No,Si,No,No,No,No,No,No,No,No,Si,Otro,Varon
2021-02-13,,Mujer,,,No,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2021-02-13,Buenos Aires,Mujer,,,No,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2021-02-13,Buenos Aires,Mujer,33,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
2021-02-13,Ciudad Autónoma de Buenos Aires,Mujer,56,Argentina,No,Si,No,No,Si,No,No,Si,No,No,No,No,Otro,Varon
2021-02-13,Buenos Aires,Mujer,40,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2021-02-13,Buenos Aires,Mujer,49,Uruguaya,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2021-02-13,Tucumán,Mujer,27,Argentina,Si,Si,Si,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2021-02-13,Buenos Aires,Mujer,31,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2021-02-13,Buenos Aires,Mujer,34,Argentina,Si,Si,Si,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2021-02-13,Mendoza,Mujer,46,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2021-02-13,Buenos Aires,Mujer,32,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2021-02-13,Buenos Aires,Mujer,14,Argentina,Si,Si,Si,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
2021-02-13,Córdoba,Mujer,25,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
2021-02-13,Chaco,Mujer,29,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2021-02-13,Buenos Aires,Mujer,34,,Si,Si,Si,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2021-02-13,Buenos Aires,Mujer,45,Argentina,Si,Si,No,No,Si,Si,Si,No,No,No,No,No,Ex pareja,Varon
2021-02-13,Buenos Aires,Mujer,49,,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2021-02-13,Neuquén,Mujer,24,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2021-02-13,Buenos Aires,Mujer,24,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2021-02-13,Buenos Aires,Mujer,24,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2021-02-13,Misiones,Mujer,26,,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
2021-02-13,Buenos Aires,Mujer,53,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
2021-02-13,Santiago del Estero,Mujer,31,Argentina,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2021-02-13,Mendoza,Mujer,55,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2021-02-13,Neuquén,Mujer,29,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2021-02-13,Jujuy,Mujer,23,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2021-02-13,Tucumán,Mujer,32,Argentina,Si,Si,Si,Si,No,Si,Si,No,No,No,No,No,Ex pareja,Varon
2021-02-13,Tucumán,Mujer,25,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2021-02-13,Mendoza,Mujer,37,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2021-02-13,Buenos Aires,Mujer,40,Argentina,No,Si,No,Si,No,Si,Si,No,No,No,No,No,Ex pareja,Varon
2021-02-13,Buenos Aires,Mujer,24,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2021-02-13,Buenos Aires,Mujer,47,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
2021-02-13,La Rioja,Mujer,26,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2021-02-13,Buenos Aires,Mujer,26,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Padre o tutor,Varon
2021-02-13,Córdoba,Mujer,49,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Padre o tutor,Varon
2021-02-13,Mendoza,Mujer,39,Argentina,Si,Si,Si,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2021-02-13,Buenos Aires,Mujer,25,,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
2021-02-13,Córdoba,Mujer,74,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2021-02-13,Buenos Aires,Mujer,21,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2021-02-13,Mendoza,Mujer,20,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2021-02-13,Santa Fe,Mujer,22,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2021-02-13,Buenos Aires,Mujer,42,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
2021-02-13,Ciudad Autónoma de Buenos Aires,Mujer,25,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2021-02-13,Tucumán,Mujer,,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2021-02-13,Buenos Aires,Mujer,32,Argentina,Si,Si,No,No,No,No,No,No,No,No,No,No,Otro,Varon
2021-02-13,Buenos Aires,Mujer,35,Argentina,Si,Si,No,Si,No,Si,Si,No,No,No,No,No,Pareja,Varon
2021-02-13,Misiones,Mujer,50,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2021-02-13,Jujuy,Mujer,24,Argentina,Si,Si,No,Si,No,Si,Si,No,No,No,No,No,Ex pareja,Varon
2021-02-13,Tucumán,Mujer,,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2021-02-13,Mendoza,Mujer,44,Otra,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2021-02-13,Buenos Aires,Mujer,56,Argentina,No,Si,Si,No,No,No,No,No,No,No,No,No,Otro,
2021-02-13,Buenos Aires,Mujer,,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,
2021-02-13,Buenos Aires,Mujer,42,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
2021-02-13,Buenos Aires,Mujer,43,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Otro,
2021-02-13,Entre Ríos,Mujer,59,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2021-02-13,Formosa,Mujer,48,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2021-02-13,Santa Fe,Mujer,34,Argentina,No,Si,No,No,No,No,No,No,No,No,No,No,Otro,Varon
2021-02-13,Tucumán,Mujer,19,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,
2021-02-13,Tucumán,Mujer,,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,
2021-02-13,Buenos Aires,Mujer,45,,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
2021-02-13,Buenos Aires,Mujer,56,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2021-02-13,Buenos Aires,Mujer,41,,Si,Si,Si,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
2021-02-13,Buenos Aires,Mujer,26,,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
2021-02-13,Buenos Aires,Mujer,29,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2021-02-13,Buenos Aires,Mujer,32,Argentina,No,No,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2021-02-13,Buenos Aires,Mujer,60,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
2021-02-13,Buenos Aires,Mujer,60,Argentina,No,Si,Si,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
2021-02-13,Buenos Aires,Mujer,,,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
2021-02-13,Buenos Aires,Mujer,21,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2021-02-13,Buenos Aires,Mujer,21,Argentina,Si,Si,Si,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
2021-02-13,Buenos Aires,Mujer,26,,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
2021-02-13,Buenos Aires,Mujer,34,Argentina,Si,Si,No,No,Si,Si,No,No,Si,No,No,No,Otro familiar,Varon
2021-02-13,Buenos Aires,Mujer,,,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
2021-02-13,Buenos Aires,Mujer,18,Argentina,Si,Si,Si,Si,Si,No,No,Si,No,No,No,No,Superior jerarquico,Varon
2021-02-13,Buenos Aires,Mujer,45,Peruana,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
2021-02-13,Buenos Aires,Mujer,48,,Si,Si,Si,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2021-02-13,Buenos Aires,Mujer,35,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Otro familiar,Varon
2021-02-13,Buenos Aires,Mujer,60,Argentina,Si,Si,Si,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
2021-02-13,Buenos Aires,Mujer,24,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Otro familiar,Varon
2021-02-13,Buenos Aires,Mujer,,Argentina,Si,Si,Si,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
2021-02-13,Buenos Aires,Mujer,24,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
2021-02-13,Buenos Aires,Mujer,89,,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
2021-02-13,Buenos Aires,Mujer,34,Argentina,Si,Si,Si,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
2021-02-13,Buenos Aires,Mujer,36,Argentina,Si,Si,Si,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
2021-02-13,Buenos Aires,Mujer,51,Argentina,Si,Si,Si,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
2021-02-13,Buenos Aires,Mujer,40,Paraguaya,Si,Si,Si,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2021-02-13,Buenos Aires,Mujer,,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2021-02-13,Buenos Aires,Mujer,80,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Otro familiar,Otro
2021-02-13,Buenos Aires,Mujer,61,,No,Si,No,No,Si,No,No,No,No,No,No,No,Otro,Varon
2021-02-13,Buenos Aires,Mujer,,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Otro familiar,Varon
2021-02-13,Buenos Aires,Mujer,32,,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2021-02-13,Buenos Aires,Mujer,32,Argentina,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
2021-02-13,Buenos Aires,Mujer,30,Argentina,No,Si,No,No,Si,Si,No,No,No,No,No,No,Otro,Varon
2021-02-13,Buenos Aires,Mujer,23,,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
2021-02-14,Ciudad Autónoma de Buenos Aires,Mujer,46,Argentina,Si,Si,No,No,No,No,No,No,No,No,No,Si,Otro,Varon
2021-02-14,Ciudad Autónoma de Buenos Aires,Mujer,31,Argentina,No,No,Si,No,No,No,No,No,No,No,No,Si,Otro,Varon
2021-02-14,Ciudad Autónoma de Buenos Aires,Mujer,,Argentina,Si,No,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2021-02-14,Ciudad Autónoma de Buenos Aires,Mujer,33,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2021-02-14,Ciudad Autónoma de Buenos Aires,Mujer,16,Argentina,No,Si,Si,No,No,No,No,No,No,No,No,Si,Otro,Varon
2021-02-14,Ciudad Autónoma de Buenos Aires,Mujer,,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2021-02-14,Ciudad Autónoma de Buenos Aires,Mujer,47,,No,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
2021-02-14,Ciudad Autónoma de Buenos Aires,Mujer,32,,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,
2021-02-14,Ciudad Autónoma de Buenos Aires,Mujer,47,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2021-02-14,Ciudad Autónoma de Buenos Aires,Mujer,,Argentina,No,Si,Si,No,No,No,No,No,No,No,No,Si,Otro,Varon
2021-02-14,Ciudad Autónoma de Buenos Aires,Mujer,44,,No,Si,Si,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2021-02-14,Buenos Aires,Mujer,,Argentina,No,Si,No,No,Si,No,No,No,No,No,No,Si,Otro,Varon
2021-02-14,Ciudad Autónoma de Buenos Aires,Mujer,42,,Si,Si,No,No,No,Si,No,No,No,No,No,No,,Varon
2021-02-14,Ciudad Autónoma de Buenos Aires,Mujer,42,,Si,Si,No,No,No,Si,No,No,No,No,No,No,,Varon
2021-02-14,Buenos Aires,Mujer,30,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2021-02-14,Ciudad Autónoma de Buenos Aires,Mujer,41,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
