Fecha,prov_residencia_persona_en_situacion_violencia,genero_persona_en_situacion_de_violencia,edad_persona_en_situacion_de_violencia,pais_nacimiento_persona_en_situacion_de_violencia,tipo_de_violencia_fisica,tipo_de_violencia_psicologica,tipo_de_violencia_sexual,tipo_de_violencia_economica_y_patrimonial,tipo_de_violencia_simbolica,tipo_de_violencia_domestica,modalidad_de_violencia_institucional,modalidad_de_violencia_laboral,modalidad_violencia_contra_libertad_reproductiva,modalidad_de_violencia_obstetrica,modalidad_de_violencia_mediatica,modalidad_de_violencia_otras,vinculo_con_la_persona_agresora,genero_de_la_persona_agresora, 
2022-08-08,Buenos Aires,Mujer,52,,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Otro familiar,Varon,
2022-08-08,Buenos Aires,Mujer,28,,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-08-08,Buenos Aires,Mujer,49,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon,
2022-08-08,Buenos Aires,Mujer,20,Argentina,Si,Si,Si,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-08-08,Buenos Aires,Mujer,26,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Padre o tutor,Varon,
2022-08-08,Buenos Aires,Mujer,31,,No,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-08-08,Buenos Aires,Mujer,33,,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-08-08,Buenos Aires,Mujer,19,,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon,
2022-08-08,Buenos Aires,Mujer,26,,No,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon,
2022-08-08,Buenos Aires,Varon,22,,No,Si,Si,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-08-08,Buenos Aires,Mujer,32,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-08-08,Buenos Aires,Mujer,23,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon,
2022-08-08,Buenos Aires,Mujer,58,,No,Si,No,No,Si,Si,No,No,No,No,No,No,Otro familiar,Varon,
2022-08-08,Buenos Aires,Mujer,19,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon,
2022-08-08,Buenos Aires,Varon,42,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Otro familiar,Otro,
2022-08-08,Buenos Aires,Mujer,38,,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon,
2022-08-08,Buenos Aires,Mujer,,Argentina,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-08-08,Buenos Aires,Mujer,34,Argentina,No,Si,Si,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon,
2022-08-08,Buenos Aires,Mujer,26,Argentina,No,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-08-08,Buenos Aires,Mujer,18,,No,No,Si,No,No,Si,No,No,No,No,No,No,Pareja,Varon,
2022-08-08,Cordoba,Mujer,28,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-08-08,Buenos Aires,Mujer,,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,,
2022-08-08,Buenos Aires,Mujer,46,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-08-08,Buenos Aires,Mujer,,,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-08-08,Chubut,Mujer,,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon,
2022-08-08,Buenos Aires,Mujer,,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-08-08,Formosa,Mujer,56,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Otro,Varon,
2022-08-08,Buenos Aires,Mujer,36,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-08-08,Buenos Aires,Mujer,34,Boliviana,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon,
2022-08-08,Buenos Aires,Mujer,27,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-08-08,San Luis,Mujer,43,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-08-08,Buenos Aires,Mujer,,Argentina,No,No,No,Si,No,No,No,No,No,No,No,No,,,
2022-08-08,Mendoza,Mujer,,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon,
2022-08-08,Santa Fe,Mujer,,,No,Si,No,No,No,No,No,No,No,No,No,No,,,
2022-08-08,San Luis,Mujer,23,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-08-08,Cordoba,Mujer,,,No,Si,No,No,No,No,No,No,No,No,No,No,Otro,Varon,
2022-08-08,Mendoza,Mujer,,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-08-08,Santa Fe,Mujer,,,No,Si,Si,No,No,Si,No,No,No,No,No,No,Ex pareja,,
2022-08-08,Buenos Aires,Mujer,68,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon,
2022-08-08,Buenos Aires,Mujer,38,Peruana,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon,
2022-08-08,Buenos Aires,Mujer,56,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-08-08,Chaco,Mujer,31,,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon,
2022-08-08,Buenos Aires,Mujer,,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,,
2022-08-08,Santa Fe,Mujer,,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-08-08,Buenos Aires,Mujer,31,Paraguaya,No,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon,
2022-08-08,Santa Fe,Mujer,25,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-08-08,Buenos Aires,Mujer,38,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon,
2022-08-08,Mendoza,Mujer,,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-08-08,Buenos Aires,Mujer,34,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-08-08,Mendoza,Mujer,25,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon,
2022-08-09,Ciudad Autónoma de Buenos Aires,Mujer,28,Argentina,No,No,Si,No,No,Si,No,No,No,No,No,No,Otro,Varon,
2022-08-09,Buenos Aires,Mujer,27,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon,
2022-08-09,Ciudad Autónoma de Buenos Aires,Mujer,26,Boliviana,Si,Si,Si,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon,
2022-08-09,,Mujer,51,Peruana,No,No,Si,No,No,No,No,No,No,No,No,Si,Otro,Varon,
2022-08-09,Ciudad Autónoma de Buenos Aires,Mujer,26,,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-08-09,Ciudad Autónoma de Buenos Aires,Mujer,30,Argentina,No,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-08-09,Ciudad Autónoma de Buenos Aires,Mujer,35,Paraguaya,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon,
2022-08-09,Ciudad Autónoma de Buenos Aires,Mujer,,Boliviana,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon,
2022-08-09,Ciudad Autónoma de Buenos Aires,Mujer,75,,No,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon,
2022-08-09,Ciudad Autónoma de Buenos Aires,,,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,,
2022-08-09,Ciudad Autónoma de Buenos Aires,Mujer,,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon,
2022-08-09,Ciudad Autónoma de Buenos Aires,Mujer,34,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-08-09,Buenos Aires,Mujer,61,Argentina,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Otro familiar,Varon,
2022-08-09,Buenos Aires,Mujer,38,,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon,
2022-08-09,Buenos Aires,Mujer,,,Si,No,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon,
2022-08-09,Buenos Aires,Mujer,39,Argentina,Si,Si,Si,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-08-09,Buenos Aires,Mujer,26,Argentina,Si,Si,No,Si,Si,Si,No,No,Si,No,No,No,Pareja,Varon,
2022-08-09,Buenos Aires,Mujer,36,,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon,
2022-08-09,Buenos Aires,Mujer,23,,No,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon,
2022-08-09,Buenos Aires,Mujer,37,,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-08-09,Buenos Aires,Mujer,54,Argentina,No,No,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Mujer,
2022-08-09,Buenos Aires,Mujer,26,Argentina,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-08-09,Buenos Aires,Mujer,32,,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon,
2022-08-09,Buenos Aires,Mujer,47,,No,No,No,No,No,Si,No,No,No,No,No,No,Otro familiar,Varon,
2022-08-09,Buenos Aires,Mujer,43,,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-08-09,Buenos Aires,Mujer,,,Si,Si,No,No,Si,No,No,No,No,No,No,No,Otro,Varon,
2022-08-09,Buenos Aires,Mujer,16,Argentina,Si,Si,No,No,Si,Si,Si,No,No,No,No,No,Ex pareja,Varon,
2022-08-09,Buenos Aires,Mujer,,,No,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-08-09,Chaco,Mujer,,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon,
2022-08-09,Ciudad Autónoma de Buenos Aires,Mujer,29,Uruguaya,Si,Si,Si,No,No,Si,No,No,No,No,No,No,Pareja,Varon,
2022-08-09,Corrientes,Mujer,39,Argentina,No,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-08-09,Catamarca,Mujer,26,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,,
2022-08-09,Buenos Aires,Mujer,34,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon,
2022-08-09,Buenos Aires,Mujer,33,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-08-09,Cordoba,Mujer,26,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-08-09,San Luis,Mujer,,,No,No,No,Si,No,No,No,No,No,No,No,No,,,
2022-08-09,Catamarca,Mujer,22,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,,
2022-08-09,Ciudad Autónoma de Buenos Aires,Mujer,46,,No,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,,
2022-08-09,San Luis,Mujer,,,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon,
2022-08-09,Corrientes,Mujer,29,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,,,
2022-08-09,Santa Fe,Mujer,32,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,,
2022-08-09,Buenos Aires,Mujer,33,,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-08-09,San Luis,Mujer,18,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon,
2022-08-09,San Luis,Mujer,18,,Si,Si,Si,No,No,Si,No,No,No,No,No,No,Padre o tutor,Varon,
2022-08-09,Mendoza,Mujer,27,Boliviana,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-08-09,Tucumán,Mujer,,,Si,Si,Si,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-08-09,Buenos Aires,Mujer,30,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon,
2022-08-09,Buenos Aires,Mujer,30,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,,
2022-08-09,Buenos Aires,Mujer,,,No,Si,No,Si,No,No,No,No,No,No,No,No,,,
2022-08-09,La Rioja,Mujer,23,,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon,
2022-08-09,San Luis,Mujer,42,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-08-09,Santa Fe,Mujer,42,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon,
2022-08-09,Tucumán,Mujer,26,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-08-09,Buenos Aires,Mujer,25,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-08-10,Ciudad Autónoma de Buenos Aires,Mujer,44,,No,Si,No,Si,No,Si,No,No,No,No,No,No,,Varon,
2022-08-10,Ciudad Autónoma de Buenos Aires,Mujer,,,No,Si,No,No,No,Si,No,No,No,No,No,No,,Varon,
2022-08-10,Ciudad Autónoma de Buenos Aires,Mujer,25,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-08-10,,Mujer,,,No,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon,
2022-08-10,Buenos Aires,Mujer,39,Paraguaya,No,Si,No,No,Si,No,No,Si,No,No,No,No,Otro,Varon,
2022-08-10,,Mujer Trans,,,No,Si,No,No,No,No,No,Si,No,No,No,No,Otro,,
2022-08-10,Ciudad Autónoma de Buenos Aires,Mujer,27,Argentina,No,No,Si,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-08-10,Ciudad Autónoma de Buenos Aires,,,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-08-10,Ciudad Autónoma de Buenos Aires,Mujer,51,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon,
2022-08-10,Ciudad Autónoma de Buenos Aires,Mujer,48,Argentina,No,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,,
2022-08-10,Ciudad Autónoma de Buenos Aires,Mujer,27,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-08-10,Ciudad Autónoma de Buenos Aires,Mujer,15,,No,No,Si,No,No,No,No,No,No,No,No,Si,Otro,,
2022-08-10,Ciudad Autónoma de Buenos Aires,,64,,No,Si,No,No,Si,No,No,No,No,No,No,Si,Ex pareja,,
2022-08-10,Ciudad Autónoma de Buenos Aires,,17,,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-08-10,Buenos Aires,Mujer,28,,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon,
2022-08-10,Buenos Aires,Mujer,35,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon,
2022-08-10,Buenos Aires,Mujer,33,Argentina,No,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-08-10,Buenos Aires,Mujer,50,,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Otro familiar,Varon,
2022-08-10,Buenos Aires,Mujer,20,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon,
2022-08-10,Buenos Aires,Mujer,53,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Mujer,
2022-08-10,Buenos Aires,Mujer,39,Argentina,Si,Si,Si,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-08-10,Buenos Aires,Mujer,32,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-08-10,Buenos Aires,Mujer,48,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-08-10,Buenos Aires,Mujer,38,,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon,
2022-08-10,Buenos Aires,Mujer,36,,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-08-10,Buenos Aires,Mujer,24,,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon,
2022-08-10,Buenos Aires,Mujer,31,Paraguaya,Si,Si,No,Si,Si,Si,Si,No,No,No,No,No,Ex pareja,Varon,
2022-08-10,Buenos Aires,Mujer,70,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon,
2022-08-10,Buenos Aires,Mujer,46,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-08-10,Buenos Aires,Mujer,,Argentina,Si,Si,No,Si,Si,Si,No,No,Si,No,No,No,Pareja,Varon,
2022-08-10,Buenos Aires,Mujer,51,Paraguaya,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon,
2022-08-10,Buenos Aires,Mujer,37,,Si,Si,Si,No,Si,Si,No,No,No,No,No,No,Pareja,Varon,
2022-08-10,Buenos Aires,Mujer,43,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon,
2022-08-10,Buenos Aires,Mujer,,Argentina,No,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-08-10,Buenos Aires,Mujer,25,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon,
2022-08-10,Buenos Aires,Mujer,17,Argentina,No,Si,No,No,Si,Si,No,No,No,No,No,No,Padre o tutor,Varon,
2022-08-10,Buenos Aires,Mujer,37,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-08-10,Mendoza,Mujer,44,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,,
2022-08-10,Tucumán,Mujer,33,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon,
2022-08-10,Tucumán,Mujer,38,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon,
2022-08-10,Buenos Aires,Mujer,23,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-08-10,Buenos Aires,Mujer,,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-08-10,Jujuy,Mujer,22,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-08-10,Santa Fe,Mujer,78,Argentina,No,Si,Si,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon,
2022-08-10,Mendoza,Mujer,65,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-08-10,Jujuy,Mujer,24,,Si,No,No,No,No,No,No,No,No,No,No,No,,,
2022-08-10,Santa Fe,Mujer,44,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-08-10,San Luis,Varon,24,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-08-10,Jujuy,Mujer,28,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-08-10,Buenos Aires,Mujer,22,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon,
2022-08-10,Cordoba,Mujer,33,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-08-10,Santiago Del Estero,Mujer,27,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-08-10,Mendoza,Mujer,,,No,Si,No,No,No,No,No,No,No,No,No,No,,,
2022-08-10,Buenos Aires,Mujer,,,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-08-10,Buenos Aires,Mujer,44,,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-08-10,Buenos Aires,Mujer,20,,Si,Si,Si,No,No,Si,No,No,No,No,No,No,Otro,Varon,
2022-08-10,Buenos Aires,Mujer,53,Boliviana,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-08-10,Mendoza,Mujer,20,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-08-10,Entre Ríos,Mujer,44,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-08-10,Neuquén,Mujer,44,Argentina,Si,Si,Si,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-08-10,Salta,Mujer,41,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-08-11,Ciudad Autónoma de Buenos Aires,Mujer,35,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-08-11,Ciudad Autónoma de Buenos Aires,Mujer,34,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon,
2022-08-11,Ciudad Autónoma de Buenos Aires,Mujer,22,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon,
2022-08-11,Ciudad Autónoma de Buenos Aires,Mujer,,Argentina,No,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon,
2022-08-11,Ciudad Autónoma de Buenos Aires,Mujer,37,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-08-11,Ciudad Autónoma de Buenos Aires,Mujer,39,Peruana,No,Si,No,No,Si,No,No,Si,No,No,No,No,,Mujer,
2022-08-11,Ciudad Autónoma de Buenos Aires,Mujer,52,Argentina,Si,Si,No,No,Si,No,No,No,No,No,No,Si,Otro familiar,Mujer,
2022-08-11,Ciudad Autónoma de Buenos Aires,Mujer,30,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon,
2022-08-11,Ciudad Autónoma de Buenos Aires,Mujer,44,Peruana,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-08-11,Ciudad Autónoma de Buenos Aires,,45,,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,,
2022-08-11,Ciudad Autónoma de Buenos Aires,,30,,No,Si,No,No,No,Si,No,No,Si,No,No,No,Ex pareja,,
2022-08-11,Ciudad Autónoma de Buenos Aires,,30,,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,,
2022-08-11,Ciudad Autónoma de Buenos Aires,Mujer,23,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-08-11,,,58,,Si,Si,No,No,Si,Si,No,No,No,No,No,No,,,
2022-08-11,Ciudad Autónoma de Buenos Aires,Mujer,,,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-08-11,Buenos Aires,Mujer,,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,,
2022-08-11,Ciudad Autónoma de Buenos Aires,,,,Si,Si,No,No,No,Si,No,No,No,No,No,No,,,
2022-08-11,Ciudad Autónoma de Buenos Aires,Mujer,18,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon,
2022-08-11,Ciudad Autónoma de Buenos Aires,,,,Si,Si,No,No,Si,Si,No,No,No,No,No,No,,,
2022-08-11,Ciudad Autónoma de Buenos Aires,Mujer,35,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon,
2022-08-11,Ciudad Autónoma de Buenos Aires,Mujer,56,,No,Si,No,No,Si,No,No,No,No,No,No,Si,Otro,Varon,
2022-08-11,Ciudad Autónoma de Buenos Aires,Mujer,,,Si,Si,Si,No,No,Si,No,No,No,No,No,No,Pareja,,
2022-08-11,Ciudad Autónoma de Buenos Aires,Mujer,48,,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,,
2022-08-11,Buenos Aires,Mujer,37,,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-08-11,Buenos Aires,Mujer,,Argentina,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-08-11,Buenos Aires,Mujer,30,Argentina,Si,Si,Si,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-08-11,Buenos Aires,Mujer,30,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-08-11,Buenos Aires,Mujer,32,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-08-11,Buenos Aires,Mujer,84,,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Otro familiar,Varon,
2022-08-11,Buenos Aires,Mujer,29,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon,
2022-08-11,Buenos Aires,Mujer,26,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Madre o tutor,Mujer,
2022-08-11,Buenos Aires,Mujer,47,,No,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-08-11,Buenos Aires,Mujer,26,Argentina,Si,Si,Si,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-08-11,Buenos Aires,Mujer,34,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon,
2022-08-11,Buenos Aires,Mujer,28,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon,
2022-08-11,Buenos Aires,Mujer,,,No,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon,
2022-08-11,Misiones,Mujer,42,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-08-11,Entre Ríos,Mujer,39,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon,
2022-08-11,Catamarca,Mujer,23,Argentina,No,Si,No,No,No,No,No,No,No,No,No,No,Ex pareja,,
2022-08-11,Tucumán,Mujer,44,Argentina,No,Si,No,No,No,No,No,No,No,No,No,No,Ex pareja,,
2022-08-11,Catamarca,Mujer,,Argentina,No,No,No,Si,No,No,No,No,No,No,No,No,,,
2022-08-11,Tucumán,Mujer,,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-08-11,Buenos Aires,Mujer,19,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon,
2022-08-11,Buenos Aires,Mujer,29,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,,
2022-08-11,Buenos Aires,Mujer,,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,,
2022-08-11,Misiones,Mujer,50,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon,
2022-08-11,Corrientes,Mujer,,,Si,Si,Si,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon,
